,Unnamed: 0.1,Unnamed: 0,appid,name,release_date,developers,publishers,categories,genres,estimated_owners,average_playtime_forever,average_playtime_2weeks,median_playtime_forever,median_playtime_2weeks,peak_ccu,tags,pct_pos_total,num_reviews_total,'360 Video'],'Accounting','Accounting'],'Action','Action'],'Adventure','Adventure'],'Animation & Modeling','Animation & Modeling'],'Audio Production','Audio Production'],'Casual','Casual'],'Design & Illustration','Design & Illustration'],'Documentary','Early Access','Early Access'],'Education','Education'],'Episodic','Free To Play','Free To Play'],'Game Development','Game Development'],'Gore','Gore'],'Indie','Indie'],'Massively Multiplayer','Massively Multiplayer'],'Movie','Movie'],'Nudity','Photo Editing','Photo Editing'],'RPG','RPG'],'Racing','Racing'],'Short','Simulation','Simulation'],'Software Training','Software Training'],'Sports','Sports'],'Strategy','Strategy'],'Tutorial','Utilities','Utilities'],'Video Production','Video Production'],'Violent','Web Publishing','Web Publishing'],['Accounting',['Accounting'],['Action',['Action'],['Adventure',['Adventure'],['Animation & Modeling',['Animation & Modeling'],['Audio Production',['Audio Production'],['Casual',['Casual'],['Design & Illustration',['Design & Illustration'],['Early Access',['Early Access'],['Education',['Education'],['Free To Play',['Free To Play'],['Game Development',['Game Development'],['Gore',['Indie',['Indie'],['Massively Multiplayer',['Massively Multiplayer'],['Nudity',['Photo Editing',['Photo Editing'],['RPG',['RPG'],['Racing',['Racing'],['Sexual Content',['Simulation',['Simulation'],['Software Training',['Software Training'],['Sports',['Sports'],['Strategy',['Strategy'],['Utilities',['Utilities'],['Video Production',['Video Production'],['Violent',['Violent'],['Web Publishing'],[],360 Video,Accounting,Action,Adventure,Animation & Modeling,Audio Production,Casual,Design & Illustration,Documentary,Early Access,Education,Episodic,Free To Play,Game Development,Gore,Indie,Massively Multiplayer,Movie,Nudity,Photo Editing,RPG,Racing,Sexual Content,Short,Simulation,Software Training,Sports,Strategy,Tutorial,Utilities,Video Production,Violent,Web Publishing,title_clean,playtime_hours,fuzzy_match,title_clean_fuzzy,playtime_hours_fuzzy,time_to_beat,bayesian_score,completion_rate_avg,completion_rate_median,playtime_deviation,engagement_ratio,is_frequently_completed
2309,2309,5971,249330,Unholy Heights,2013-10-04,['Petit Depotto'],['PLAYISM'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']",100000 - 200000,189,0,167,0,2,"{'Building': 270, 'Colony Sim': 263, 'Strategy': 259, 'Cute': 254, 'Management': 251, 'City Builder': 246, '2D': 245, 'Simulation': 239, 'Cartoony': 237, 'Singleplayer': 234, 'Casual': 223, 'Immersive Sim': 199, 'Creature Collector': 195, 'Auto Battler': 190, 'Tower Defense': 184, 'Real-Time': 182, 'RTS': 178, 'Life Sim': 176, 'Dark Humor': 171, 'Hand-drawn': 168}",90,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,unholy heights,10.23,,,,10.23,89.5713261585301,0.30791788856304986,0.2720755946562398,22,0.30791788856304986,0
2313,2313,5986,843260,The Bard's Tale Trilogy,2018-08-14,"['Krome Studios', 'inXile Entertainment']",['inXile Entertainment'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",['RPG'],50000 - 100000,262,0,153,0,34,"{'RPG': 74, 'Dungeon Crawler': 49, 'Classic': 35, 'Grid-Based Movement': 32, 'Fantasy': 25, 'First-Person': 22, 'Old School': 22, 'Remake': 19, 'Singleplayer': 18, 'Party-Based RPG': 18, 'Retro': 16, 'Turn-Based': 12, 'CRPG': 10, '2D': 8, 'Turn-Based Combat': 8}",95,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,the bard's tale trilogy,24.0,,,,24.0,94.34853988172466,0.18194444444444444,0.10625,109,0.18194444444444444,0
2321,2321,6011,1511780,Last Call BBS,2022-08-03,['Zachtronics'],['Zachtronics'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Remote Play Together', 'Family Sharing']","['Indie', 'Simulation']",50000 - 100000,522,0,631,0,41,"{'Puzzle': 224, 'Retro': 212, 'Automation': 210, ""1990's"": 206, 'Solitaire': 197, 'Sandbox': 185, 'Logic': 183, 'Pixel Graphics': 173, 'Building': 162, 'Mechs': 153, 'PvP': 136, 'Card Game': 127, 'Arcade': 127, 'Simulation': 122, '2D': 113, 'Casual': 79, 'Old School': 67, 'Multiplayer': 45, 'Singleplayer': 31, 'Local Multiplayer': 25}",95,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,last call bbs,18.64,,,,18.64,94.34446461735654,0.46673819742489264,0.5641988555078684,-109,0.46673819742489264,0
2322,2322,6012,384630,Aviary Attorney,2015-12-21,['Sketchy Logic'],['Sketchy Logic'],"['Single-player', 'Steam Trading Cards', 'Captions available', 'Family Sharing']","['Adventure', 'Indie']",20000 - 50000,131,0,170,0,1,"{'Visual Novel': 69, 'Indie': 59, 'Adventure': 58, 'Detective': 57, 'Mystery': 45, 'Story Rich': 43, 'Comedy': 42, 'Singleplayer': 29, 'Multiple Endings': 20, 'Birds': 19, 'Hand-drawn': 19, 'Choices Matter': 18, 'Great Soundtrack': 15, 'Historical': 12, '2D': 11, 'Funny': 9, 'Point & Click': 5}",94,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aviary attorney,4.46,,,,4.46,93.38860099000176,0.4895366218236173,0.6352765321375187,-39,0.4895366218236173,0
2324,2324,6019,1250870,Cyrano Story,2020-04-16,['Alice & Smith'],['Alice & Smith'],"['Single-player', 'Steam Achievements']","['Adventure', 'Indie', 'Free To Play']",200000 - 500000,25,0,27,0,0,"{'Free to Play': 88, 'Adventure': 86, 'Indie': 84, 'Puzzle': 28, 'Horror': 27, 'Psychological Horror': 27, 'Lovecraftian': 27, 'Sci-fi': 24}",67,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyrano story,0.95,,,,0.95,67.59664808130883,0.4385964912280702,0.4736842105263158,-2,0.4385964912280702,0
2325,2325,6021,898650,The Shapeshifting Detective,2018-11-06,"[""D'Avekki Studios Ltd"", 'Wales Interactive']",['Wales Interactive'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Adventure', 'Indie']",50000 - 100000,151,0,113,0,2,"{'FMV': 59, 'Adventure': 57, 'Indie': 50, 'Detective': 40, 'Choices Matter': 36, 'Mystery': 25, 'Sexual Content': 24, 'Story Rich': 20, 'Nudity': 19, 'Horror': 7, 'Singleplayer': 6}",77,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the shapeshifting detective,3.0,,,,3.0,77.14915403837092,0.8388888888888889,0.6277777777777778,38,0.8388888888888889,0
2328,2328,6030,553790,Once in Yaissor,2016-11-09,['Valera Entertainment'],['Valera Entertainment'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Adventure', 'Indie']",200000 - 500000,366,0,418,0,3,"{'Indie': 137, 'Adventure': 39, 'Story Rich': 35, 'Memes': 31, 'Visual Novel': 26, 'Violent': 14}",85,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,once in yaissor,0.25,,,,0.25,84.79035539212025,1.0,1.0,-52,24.4,1
2332,2332,6045,1598160,Bloodwash,2021-09-16,"['Black Eyed Priest', 'Henry Hoare']",['Torture Star Video'],"['Single-player', 'Full controller support', 'Family Sharing']",['Action'],50000 - 100000,213,0,314,0,1,"{'Story Rich': 239, 'Horror': 235, 'Atmospheric': 231, 'Survival Horror': 215, 'First-Person': 213, '1980s': 207, 'Psychological Horror': 197, 'Dark': 197, 'Gore': 191, 'Old School': 182, 'RPG': 178, 'Interactive Fiction': 158, 'Action': 153, 'FPS': 145, 'Action-Adventure': 143, 'Walking Simulator': 136, '3D': 135, 'Crime': 117, 'Female Protagonist': 114, 'Singleplayer': 112}",91,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bloodwash,1.51,,,,1.51,90.51846200976712,1.0,1.0,-101,2.3509933774834435,1
2342,2342,6070,323380,The Magic Circle,2015-07-09,['Question'],['Question'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",100000 - 200000,33,0,38,0,1,"{'Adventure': 49, 'Puzzle': 42, 'Indie': 41, 'Story Rich': 38, 'Simulation': 32, 'First-Person': 31, 'Action': 30, 'Satire': 28, 'Strategy': 27, 'Comedy': 27, 'Singleplayer': 21, 'Programming': 15, 'Walking Simulator': 9, 'Exploration': 6}",91,1050,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,the magic circle,3.51,,,,3.51,90.5149599152927,0.1566951566951567,0.18043684710351376,-5,0.1566951566951567,0
2345,2345,6074,1375900,Swarm Grinder,2024-04-22,['Last Bite Games'],"['Last Bite Games', 'Gamersky Games']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Casual', 'Indie', 'RPG']",100000 - 200000,1477,0,2330,0,6,"{'Action Roguelike': 186, 'Bullet Hell': 182, 'Rogue-lite': 164, 'Action RPG': 162, 'Pixel Graphics': 160, 'Rogue-like': 156, 'RPG': 148, '2D': 146, 'Mechs': 145, 'Steampunk': 135, 'Controller': 123, 'Procedural Generation': 116, 'Top-Down': 110, 'Action': 107, 'Casual': 98, 'Sci-fi': 96, 'Robots': 92, 'Retro': 87, 'Singleplayer': 84, 'Soundtrack': 77}",79,1049,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,swarm grinder,3.0,,,,3.0,79.06046943295901,1.0,1.0,-853,8.205555555555556,1
2346,2346,6076,751690,The Mammoth: A Cave Painting,2017-11-22,['inbetweengames'],['inbetweengames'],"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Adventure', 'Casual', 'Indie']",50000 - 100000,5,0,5,0,0,"{'Adventure': 43, 'Indie': 43, 'Casual': 31, 'Action': 29, 'Free to Play': 26, 'Narration': 20, 'Philosophical': 19, 'Atmospheric': 16, 'Dynamic Narration': 16, 'Story Rich': 15, 'Short': 8, 'Singleplayer': 5}",91,1048,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the mammoth: a cave painting,0.1,,,,0.1,90.51407641787064,0.8333333333333333,0.8333333333333333,0,0.8333333333333333,1
2347,2347,6078,231140,Cities XL Platinum,2013-02-06,['Focus Entertainment'],['Focus Entertainment'],"['Single-player', 'Steam Cloud', 'Family Sharing']",['Simulation'],200000 - 500000,340,0,451,0,6,"{'Simulation': 135, 'City Builder': 122, 'Strategy': 64, 'Management': 50, 'Sandbox': 50, 'Singleplayer': 44, 'Economy': 18, 'Building': 17, 'Moddable': 5, 'Resource Management': 5}",57,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,cities xl platinum,20.0,,,,20.0,58.06234599892711,0.2833333333333333,0.37583333333333335,-111,0.2833333333333333,0
2348,2348,6080,303800,The Witcher Adventure Game,2014-11-27,"['CD PROJEKT RED', 'Can Explode']",['CD PROJEKT RED'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing']","['Adventure', 'Strategy']",200000 - 500000,914,0,22,0,3,"{'Strategy': 86, 'Adventure': 83, 'Board Game': 77, 'Tabletop': 68, 'Card Game': 39, 'Multiplayer': 38, 'Fantasy': 35, 'Singleplayer': 33, 'Turn-Based': 32, 'Touch-Friendly': 17, 'Great Soundtrack': 15, 'RPG': 8, 'Atmospheric': 8}",78,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,the witcher adventure game,8.5,,,,8.5,78.10615852946395,1.0,0.043137254901960784,892,1.792156862745098,0
2350,2350,6083,264080,Vangers,2014-04-24,['K-D Lab'],['Association K-D Lab'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Racing']",100000 - 200000,56,0,56,0,7,"{'Racing': 100, 'Adventure': 89, 'Action': 79, 'Psychedelic': 76, 'Atmospheric': 74, 'Indie': 70, 'Classic': 69, 'Voxel': 63, 'Surreal': 55, 'Story Rich': 55, 'Open World': 48, 'RPG': 47, 'Retro': 46, 'Top-Down': 46, 'Sci-fi': 45, 'Great Soundtrack': 43, 'Singleplayer': 40, 'Sandbox': 36, 'Psychological Horror': 35, 'Difficult': 35}",96,1047,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,vangers,6.5,,,,6.5,95.28573920403096,0.14358974358974358,0.14358974358974358,0,0.14358974358974358,0
2354,2354,6092,628770,Tangledeep,2018-02-01,['Impact Gameworks'],"['Impact Gameworks', 'Doyoyo Games']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']","['Indie', 'RPG']",100000 - 200000,847,0,1329,0,6,"{'Traditional Roguelike': 217, 'Turn-Based Tactics': 214, 'Mystery Dungeon': 204, 'Dungeon Crawler': 200, 'Difficult': 193, 'Turn-Based': 190, 'Rogue-like': 189, 'Female Protagonist': 189, 'RPG': 188, 'Turn-Based Strategy': 182, '2D': 177, 'Cute': 169, 'Top-Down': 163, 'Turn-Based Combat': 157, 'Pixel Graphics': 156, 'Controller': 153, 'Fantasy': 147, 'Loot': 140, 'Tactical': 125, 'Colorful': 118}",83,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tangledeep,22.5,,,,22.5,82.87781876195972,0.6274074074074074,0.9844444444444443,-482,0.6274074074074074,1
2358,2358,6100,200910,Before the Echo,2011-10-20,['Iridium Studios'],[],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Indie', 'RPG']",100000 - 200000,161,0,186,0,0,"{'Rhythm': 112, 'RPG': 97, 'Indie': 83, 'Music': 77, 'Great Soundtrack': 54, 'Singleplayer': 48, 'Funny': 20, 'Comedy': 19, 'Experimental': 19, 'Kickstarter': 6}",88,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,before the echo,9.46,,,,9.46,87.64812468515777,0.2836504580690627,0.3276955602536998,-25,0.2836504580690627,0
2359,2359,6104,764570,Beavers Be Dammed,2018-01-16,['Wallflower Games'],['Wallflower Games'],"['Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Steam Cloud', 'Remote Play Together']","['Casual', 'Indie', 'Simulation', 'Early Access']",200000 - 500000,21,0,22,0,20,"{'Multiplayer': 57, 'Co-op': 46, 'Free to Play': 40, 'Local Co-Op': 36, 'Casual': 33, 'Indie': 29, 'Early Access': 28, 'Simulation': 28, 'Split Screen': 9}",86,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,beavers be dammed,1.0,,,,1.0,85.73962893188427,0.35,0.36666666666666664,-1,0.35,0
2361,2361,6108,885640,Lynne,2018-07-13,['ebi-hime'],['ebi-hime'],"['Single-player', 'Steam Achievements']","['Indie', 'Simulation', 'Free To Play']",50000 - 100000,29,0,29,0,0,"{'Free to Play': 91, 'Visual Novel': 75, 'Psychological Horror': 48, 'Sexual Content': 47, 'Horror': 46, 'Indie': 36, 'Simulation': 33, 'Anime': 30, 'Singleplayer': 20, 'Female Protagonist': 19, 'Story Rich': 10, 'Linear': 10, 'Nudity': 6}",79,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,lynne,1.26,,,,1.26,79.06113698879665,0.3835978835978836,0.3835978835978836,0,0.3835978835978836,0
2362,2362,6113,223510,Miasmata,2012-11-28,['IonFx'],['IonFX Studios'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Indie']",100000 - 200000,85,0,138,0,0,"{'Survival': 167, 'Exploration': 122, 'Indie': 113, 'Adventure': 109, 'First-Person': 86, 'Open World Survival Craft': 79, 'Open World': 77, 'Atmospheric': 77, 'Singleplayer': 72, 'Action': 57, 'Horror': 50, 'Walking Simulator': 49, 'Crafting': 29, 'Mystery': 15, 'Immersive': 11, 'Survival Horror': 9, 'Story Rich': 7, 'Nature': 7, 'Multiplayer': 5}",77,1036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,miasmata,11.54,,,,11.54,77.153274315674,0.12276140958983248,0.19930675909878684,-53,0.12276140958983248,0
2365,2365,6119,292500,Kero Blaster,2015-11-11,['Studio Pixel'],['PLAYISM'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie']",200000 - 500000,337,0,285,0,1,"{'Side Scroller': 270, ""Shoot 'Em Up"": 259, 'Platformer': 258, 'Difficult': 257, 'Shooter': 249, 'Arcade': 241, 'Silent Protagonist': 235, '2D': 230, 'Controller': 218, 'Action': 215, 'Pixel Graphics': 213, 'Fantasy': 198, 'Adventure': 194, 'Retro': 192, 'Singleplayer': 186, 'Satire': 183, 'Indie': 176, 'Great Soundtrack': 96, 'Soundtrack': 93, 'Classic': 37}",94,1035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kero blaster,3.19,,,,3.19,93.37000544407553,1.0,1.0,52,1.760710553814002,1
